STATION;NAME;LATITUDE;LONGITUDE;ELEVATION;DATE;AWND
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;14.01.2015;6,3
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;15.01.2015;5,3
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;16.01.2015;2
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;17.01.2015;2,6
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;18.01.2015;4,2
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;19.01.2015;3,2
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;20.01.2015;3,3
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;21.01.2015;4,7
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;22.01.2015;7,2
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;23.01.2015;9,2
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;24.01.2015;3,8
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;25.01.2015;4,1
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;26.01.2015;2,7
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;27.01.2015;3,8
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;28.01.2015;4,7
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;29.01.2015;4
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;30.01.2015;7,2
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;31.01.2015;6,1
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;01.01.2015;5,6
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;02.01.2015;3,8
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;03.01.2015;3,2
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;04.01.2015;6
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;05.01.2015;3,7
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;06.01.2015;2,3
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;07.01.2015;6,4
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;08.01.2015;5
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;09.01.2015;7,9
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;10.01.2015;7,2
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;11.01.2015;4,2
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;12.01.2015;4,9
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;13.01.2015;5,3
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;14.01.2015;5,2
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;15.01.2015;5,2
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;16.01.2015;1,5
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;17.01.2015;2,6
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;18.01.2015;3,9
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;19.01.2015;3,2
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;20.01.2015;2,6
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;21.01.2015;4,9
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;22.01.2015;7,4
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;23.01.2015;7,5
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;24.01.2015;3,8
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;25.01.2015;3,8
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;26.01.2015;2,8
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;27.01.2015;3,4
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;28.01.2015;4,3
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;29.01.2015;4,3
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;30.01.2015;6,8
USW00012924;CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US;27.7742;-97.5122;13,4;31.01.2015;7
USW00012923;GALVESTON SCHOLES FIELD, TX US;29.2733;-94.8592;1,5;01.01.2015;6,5
USW00012923;GALVESTON SCHOLES FIELD, TX US;29.2733;-94.8592;1,5;02.01.2015;5,5
USW00012923;GALVESTON SCHOLES FIELD, TX US;29.2733;-94.8592;1,5;03.01.2015;3
USW00012923;GALVESTON SCHOLES FIELD, TX US;29.2733;-94.8592;1,5;04.01.2015;7,2
USW00012923;GALVESTON SCHOLES FIELD, TX US;29.2733;-94.8592;1,5;05.01.2015;5,4
USW00012923;GALVESTON SCHOLES FIELD, TX US;29.2733;-94.8592;1,5;06.01.2015;1,5
USW00012923;GALVESTON SCHOLES FIELD, TX US;29.2733;-94.8592;1,5;07.01.2015;5,6
USW00012923;GALVESTON SCHOLES FIELD, TX US;29.2733;-94.8592;1,5;08.01.2015;4,7
