"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-08","23.1"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-09","24.7"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-10","26.0"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-11","27.6"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-12","27.7"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-13","24.3"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-14","20.7"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-15","21.3"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-16","24.9"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-17","27.6"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-18","29.7"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-19","29.0"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-20","28.4"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-21","24.6"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-22","25.8"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-23","28.4"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-24","29.4"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-25","30.2"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-26","30.6"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-27","26.1"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-28","25.1"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-29","24.7"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-30","25.6"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-31","27.3"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-01","28.3"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-02","26.6"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-03","24.9"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-04","25.4"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-05","27.2"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-06","27.6"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-07","26.1"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-08","24.6"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-09","24.5"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-10","27.1"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-11","28.1"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-12","28.3"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-13","28.2"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-14","25.9"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-15","24.7"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-16","25.2"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-17","27.3"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-18","27.7"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-19","28.4"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-20","29.4"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-21","29.4"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-22","27.6"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-23","28.7"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-24","29.6"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-25","29.4"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-26","29.1"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-27","29.4"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-28","29.1"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-29","27.9"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-30","28.0"
"USR0000TKIR","KIRBYVILLE TEXAS, TX US","30.4333","-93.8833","91.4","2005-08-31","28.8"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-01","26.6"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-02","26.8"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-03","26.9"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-04","24.7"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-05","22.2"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-06","24.7"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-07","25.7"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-08","25.1"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-09","25.4"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-10","25.6"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-11","26.6"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-12","25.4"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-13","24.7"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-14","21.2"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-15","21.6"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-16","24.7"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-17","26.3"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-18","27.4"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-19","26.8"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-20","26.2"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-21","26.4"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-22","27.2"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-23","27.9"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-24","28.1"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-25","28.1"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-26","28.3"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-27","27.7"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-28","24.2"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-29","24.7"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-30","25.0"
"USR0000TMID","MIDLAND TEXAS, TX US","32.0","-102.0","854.0","2005-08-31","26.4"
"USR0000TMIL","MILLER CREEK TEXAS, TX US","33.4136","-99.4006","406.9","2005-08-01","27.9"
"USR0000TMIL","MILLER CREEK TEXAS, TX US","33.4136","-99.4006","406.9","2005-08-02","29.6"
